Time,Porosity,Inst_Amp,Inst_Phase,Inst_Freq,Hilbert,Amp_2nd_Der,Cosine_Phase,Env_w_Phase,Env_w_Freq,Energy,Sqrt_Energy,Relief,F3_Velocity_Data,F3_Seismic_Data
113.5236053,0.3512,1386.5979,2.28363,56.8025665,1269.95874,-2868602,-0.614509,1.5898911,51.2225418,1342383.625,1157.769043,-202800.8594,1819.734131,-651.3573
113.6748123,0.3512,1327.098267,2.3284786,59.6016922,1203.80835,-83400,-0.6479677,1.5991346,52.202034,1358090.125,1164.525513,-172676.4375,1819.767212,-652.9318848
113.8259964,0.3512,1267.341431,2.371846,62.4246979,1137.0177,2707970.25,-0.6800489,1.6080223,53.1752968,1373467.875,1171.11792,-141996.4063,1819.800171,-652.30835
113.9771957,0.3512,1207.500488,2.413599,65.2645721,1069.80188,5498820,-0.7106578,1.6165438,54.1403046,1388489.5,1177.536011,-110836.125,1819.833252,-649.5458984
114.1284027,0.3511,1147.766846,2.4535937,68.113472,1002.395752,8281638,-0.73969,1.6246858,55.0947189,1403122.625,1183.7677,-79280.1875,1819.866333,-644.7042236
114.2795944,0.3511,1088.319824,2.491691,70.9641113,935.0211182,11049466,-0.7670482,1.6324368,56.0364075,1417338.25,1189.802124,-47407.125,1819.899414,-637.8428955
114.430809,0.3511,1029.341187,2.5277514,73.809059,867.902832,13795214,-0.7926322,1.6397847,56.9631882,1431106.625,1195.628052,-15296.9375,1819.932495,-629.02124
114.582001,0.3511,971.0168457,2.5616348,76.6407318,801.2695313,16511620,-0.8163415,1.6467175,57.8728333,1444397,1201.234253,16968.57813,1819.965454,-618.2993774
114.7332,0.3511,913.51947,2.5932064,79.4521713,735.3358154,19192026,-0.83808,1.653224,58.76329,1457181.625,1206.610229,49314.4375,1819.998535,-605.735229
114.884407,0.3511,857.0405884,2.6223216,82.2354813,670.3369141,21828914,-0.8577452,1.6592913,59.6322479,1469428.75,1211.744019,81655.65625,1820.031616,-591.3898926
115.0355988,0.3511,801.7595215,2.6488428,84.9833984,606.4946289,24415318,-0.8752382,1.6649079,60.477562,1481109,1216.624756,113913.75,1820.064697,-575.3222656
115.1868134,0.351,747.8581543,2.67263,87.6884766,544.0336914,26944142,-0.89046,1.6700618,61.2970581,1492192.5,1221.241211,146008.9375,1820.097778,-557.5919189
115.3379974,0.351,695.5216064,2.6935441,90.3431931,483.18219,29408168,-0.90331,1.674741,62.0885048,1502649.125,1225.582275,177859.3125,1820.130859,-538.2592773
115.489189,0.351,644.956909,2.7114367,92.9387665,424.194458,31799110,-0.913684,1.678931,62.84935,1512444,1229.634399,209369.125,1820.163818,-517.3952637
115.6404037,0.351,596.2559814,2.726198,95.4725113,367.1895752,34114176,-0.9215,1.6826277,63.5787735,1521564.875,1233.393921,240515.5625,1820.196899,-495.019409
115.7916031,0.351,549.6965332,2.7376573,97.9320221,312.5045166,36341720,-0.92664,1.6858113,64.2731476,1529963.25,1236.841919,271158.125,1820.22998,-471.2330933
115.9428024,0.351,505.4282227,2.7456858,100.311569,260.3255615,38476192,-0.9290115,1.6884724,64.9307785,1537615.625,1239.969971,301237.5625,1820.263062,-446.081543
116.0940018,0.351,445.6311951,2.7890253,105,166.5652924,41345264,-0.9509153,1.7034866,64.7545166,1564101.125,1250.642822,365723.8438,1820.296265,-429.082001
116.2451935,0.351,440.2380066,2.738899,106.2084351,159.9811249,42250624,-0.9075181,1.698401,65.0749283,1561912,1249.797974,379998.4688,1820.329346,-393.3527222
116.3964081,0.3509,437.6036377,2.684981,107.3093338,156.5601044,43041580,-0.8611174,1.6927245,65.3518219,1558922.5,1248.615112,393515.125,1820.362427,-356.4277649
116.5476,0.3509,437.6248169,2.62755,108.3031311,156.18779,43720344,-0.8119422,1.6865026,65.5861816,1555173.375,1247.110962,406318.9375,1820.395508,-318.4313965
116.6988068,0.3509,440.201416,2.5668843,109.190155,158.7545166,44288980,-0.760221,1.6797788,65.7789612,1550703.875,1245.302246,418451.8125,1820.428589,-279.4888611
116.85,0.3509,445.2330017,2.5032663,109.97068,164.15033,44749528,-0.706185,1.6725974,65.931129,1545553.375,1243.205322,429954.9688,1820.46167,-239.727356
117.0011978,0.3509,452.6201477,2.4369638,110.6451187,172.2663727,45104132,-0.6500539,1.665001,66.0436783,1539760.5,1240.836426,440872.0625,1820.494629,-199.26593
117.1524048,0.3509,462.2619934,2.3682647,111.2136917,182.9921417,45354784,-0.5920646,1.6570349,66.1175537,1533365.25,1238.212158,451243.2188,1820.52771,-158.23587
117.3036041,0.3509,474.0585632,2.2974439,111.6767349,196.2182465,45503568,-0.5324425,1.6487421,66.1537323,1526406.625,1235.348877,461110.8438,1820.560791,-116.760376
117.4548111,0.3508,487.9096985,2.224779,112.0345612,211.8349915,45552560,-0.4714158,1.6401666,66.153183,1518924,1232.263062,470516.8438,1820.593872,-74.9645386
117.6060028,0.3508,503.714447,2.1505532,112.2874832,229.731781,45503816,-0.4092161,1.6313529,66.1168823,1510957,1228.971314,479502.5625,1820.626831,-32.9758263
117.7571945,0.3508,521.3627319,2.0750823,112.4357834,249.7877045,45359536,-0.3461043,1.622349,66.045845,1502549.375,1225.491943,488105.75,1820.660034,9.0593262
117.9084015,0.3508,540.788879,1.9985054,112.4799271,271.932312,45121404,-0.282192,1.6131828,65.94088,1493724.5,1221.834717,496383.5625,1820.693115,51.0927429
118.059601,0.3508,561.8566284,1.9212475,112.4200439,296.0148926,44791864,-0.217831,1.6039151,65.8031235,1484538.25,1218.023071,504361.625,1820.726196,92.9179077
118.2108078,0.3508,584.478149,1.8435367,112.2565231,321.9396973,44372856,-0.1532061,1.594584,65.6334915,1475024.375,1214.071045,512087.375,1820.759277,134.4373779
118.362,0.3508,608.55188,1.765655,111.9896851,349.5957031,43866476,-0.08855,1.5852337,65.432961,1465222.625,1209.995239,519602.2813,1820.792236,175.5240326
118.5131989,0.3507,633.9816284,1.6878685,111.6197968,378.87738,43274712,-0.0240815,1.5759066,65.2024689,1455170.625,1205.811401,526949.3125,1820.825562,216.0588379
118.6644058,0.3507,660.66333,1.6104674,111.1472244,409.6708984,42599700,0.0399619,1.5666481,64.9430161,1444909.375,1201.536621,534169.25,1820.858643,255.9104614
118.8155975,0.3507,688.4980469,1.5337257,110.572258,441.867981,41843488,0.1033552,1.5575014,64.6555634,1434477.5,1197.187256,541304.3125,1820.891724,294.9556274
118.9668121,0.3507,717.38562,1.4579215,109.8952179,475.3588867,41008140,0.16587,1.548511,64.3410873,1423914.125,1192.779663,548396.375,1820.924805,333.069397
119.1179962,0.3507,747.2244263,1.3833369,109.1164474,510.032196,40095768,0.2272743,1.53972,64,1413259.375,1188.330444,555487.0625,1820.957886,370.124451
119.2691956,0.3507,777.8983154,1.3102862,108.236771,545.7597656,39108972,0.287311,1.5311768,63.6351662,1402557.75,1183.858398,562614.25,1820.990967,405.97821
119.4204025,0.3507,809.3641357,1.2389157,107.254761,582.4981689,38047932,0.345859,1.522911,63.245163,1391829.125,1179.371582,569833.25,1821.024048,440.569519
119.5716019,0.3507,841.46167,1.169643,106.1725464,620.067749,36916696,0.4025763,1.514981,62.83226,1381133.25,1174.895264,577172,1821.057129,473.7052612
119.7228088,0.3506,874.1112061,1.1026986,104.9898224,658.3828735,35716656,0.4572734,1.5074263,62.3971748,1370502.375,1170.442871,584677,1821.09021,505.2836914
119.874001,0.3506,907.211121,1.0383635,103.7069626,697.3318481,34449944,0.509719,1.500291,61.9409027,1359976.25,1166.031128,592389.8125,1821.123413,535.1778564
120.0251923,0.3506,946.9033813,0.91733,101.7087479,744.5640259,33901812,0.6081281,1.4872717,61.3351974,1305166.875,1142.358521,598269.875,1821.156494,580.5274048
120.1764069,0.3506,969.7146,0.9073951,99.2480545,776.521851,32248472,0.6154247,1.4864669,60.6974678,1299902,1140.090332,607622.5625,1821.189575,588.5108643
120.3275986,0.3506,992.7333984,0.90082,96.6903076,808.7964478,30531832,0.6198667,1.4862213,60.0413322,1294863,1137.915039,617327.4375,1821.222656,594.479919
120.4788055,0.3506,1015.94812,0.8974814,94.0436554,841.34436,28756270,0.6215575,1.486533,59.3688469,1290045.375,1135.831177,627415.375,1821.255737,598.462891
120.63,0.3506,1039.345703,0.8972546,91.316391,874.1205444,26926258,0.6206,1.4874,58.6820946,1285445,1133.836914,637916.5625,1821.288818,600.487671
120.7811966,0.3505,1062.918091,0.9,88.5162735,907.0864258,25045896,0.6170984,1.4888211,57.9830132,1281056.625,1131.93042,648863.4375,1821.322022,600.5828247
120.9324036,0.3505,1086.649658,0.9056417,85.6518555,940.1936646,23119844,0.611155,1.4907938,57.2737656,1276876.75,1130.110229,660285.1875,1821.355103,598.776123
121.0836029,0.3505,1110.530029,0.9140078,82.7311554,973.4005127,21152386,0.6028736,1.4933164,56.556366,1272900.375,1128.374512,672213.1875,1821.388184,595.0958862
121.23481,0.3505,1134.547363,0.92499,79.7623444,1006.663391,19147904,0.5923572,1.496387,55.8328552,1269123.25,1126.721558,684678.25,1821.421265,589.57019
121.3860016,0.3505,1158.688721,0.9384647,76.7537155,1039.937256,17110878,0.57971,1.5,55.1053352,1265541.25,1125.14978,697710.5,1821.454468,582.227539
121.5371933,0.3505,1182.92981,0.9542978,73.7149963,1073.161865,15046756,0.5650434,1.5041622,54.3762054,1262151.25,1123.658325,711333.4375,1821.487549,573.1017456
121.6884,0.3505,1207.303589,0.9723975,70.6487274,1106.354492,12956096,0.5484318,1.5088688,53.6461945,1258943,1122.242554,725603.6875,1821.52063,562.2020264
121.8396,0.3505,1231.750977,0.9926068,67.568985,1139.407349,10847308,0.53,1.5141133,52.9187584,1255918.5,1120.903931,740524.9375,1821.553711,549.576111
121.9908066,0.3504,1256.276489,1.0148128,64.4819031,1172.299194,8723390,0.5098673,1.5198965,52.1954651,1253071,1119.639526,756137.25,1821.586914,535.2454834
122.1419983,0.3504,1280.867065,1.038891,61.39579,1204.984863,6588832.5,0.4881118,1.5262163,51.4784012,1250396.5,1118.447632,772470.5625,1821.619873,519.2391357
122.2931976,0.3504,1305.514648,1.06472,58.3183365,1237.425781,4447690,0.4648422,1.5330719,50.7695084,1247889.5,1117.326782,789558.3125,1821.653076,501.5828552
122.4444046,0.3504,1330.203857,1.0921735,55.2581673,1269.57373,2304664,0.440165,1.54046,50.0709381,1245546.5,1116.275024,807428.6875,1821.686157,482.3070679
122.5956039,0.3504,1354.923828,1.121128,52.223278,1301.386719,164030,0.4141826,1.54838,49.3847084,1243362.875,1115.290894,826113.375,1821.71936,461.439209
122.746811,0.3504,1379.663086,1.15146,49.2218285,1332.821289,-1969838,0.3869981,1.55683,48.7128677,1241334.125,1114.372437,845643.0625,1821.752441,439.0074463
122.897995,0.3504,1404.408447,1.1830436,46.262119,1363.83252,-4092445.75,0.3587162,1.5658063,48.0574989,1239455.875,1113.518189,866047.6875,1821.785523,415.0410767
123.0491943,0.3503,1429.135742,1.2157381,43.3537712,1394.361816,-6198358,0.3294556,1.5753033,47.4209747,1237724.5,1112.726807,887346.6875,1821.818604,389.58194
123.2004013,0.3503,1453.878174,1.24948,40.4996681,1424.420898,-8287026,0.299265,1.5853367,46.804184,1236132.625,1111.995117,909610.9375,1821.851807,362.6099243
123.351601,0.3503,1478.576416,1.2840825,37.7135353,1453.907959,-10350026,0.2683052,1.5958858,46.2104,1234678.875,1111.322876,932829.125,1821.884888,334.2038574
123.5028076,0.3503,1503.234863,1.3194424,35.0016174,1482.799316,-12384350,0.23666,1.6069551,45.641251,1233357.875,1110.708008,957046.4375,1821.918091,304.3745728
123.654,0.3503,1527.840576,1.3554342,32.3722038,1511.050293,-14385532,0.2044334,1.6185423,45.09882,1232165.125,1110.148682,982292.3125,1821.95105,273.151886
123.8051987,0.3503,1552.385498,1.39194,29.8330536,1538.621948,-16349502,0.1717246,1.6306472,44.5850639,1231096.125,1109.643311,1008601.688,1821.984253,240.5590515
123.9564056,0.3503,1576.854248,1.428829,27.392731,1565.466065,-18271550,0.1386418,1.6432662,44.1021271,1230146.625,1109.190186,1036001.25,1822.017456,206.629089
124.1075974,0.3503,1599.678345,1.4756528,23.7364826,1601.010986,-19898482,0.0970959,1.6548049,43.0581512,1242925.5,1114.838257,929702.0625,1822.050415,169.31955
124.258812,0.3502,1627.433228,1.497885,22.6177082,1626.259399,-21508458,0.0736066,1.67334,42.9978485,1240881.875,1113.948364,980606.4375,1822.083618,124.7898331
124.41,0.3502,1654.987183,1.5202366,21.6169453,1650.508667,-23066192,0.0499758,1.6923614,42.9752541,1238945.5,1113.106201,1032475.625,1822.116821,79.0635223
124.5611954,0.3502,1682.288574,1.542719,20.733509,1673.707031,-24569544,0.0262155,1.71183,42.989624,1237122.75,1112.313965,1085129.25,1822.14978,32.2362747
124.71241,0.3502,1709.276978,1.5653375,19.96703,1695.795044,-26015892,0.0023447,1.7317,43.04023,1235420.125,1111.574829,1138370.875,1822.182861,-15.5822754
124.8636017,0.3502,1735.897461,1.5881,19.316925,1716.718506,-27402932,-0.0216224,1.751931,43.1263351,1233844.125,1110.891357,1192015.125,1822.216065,-64.291809
125.0148087,0.3502,1762.094238,1.6110158,18.782671,1736.421631,-28728282,-0.04567,1.77248,43.2472,1232400.875,1110.266235,1245873.5,1822.249146,-113.7897339
125.166,0.3502,1787.809937,1.634091,18.3637619,1754.8479,-29989494,-0.0697826,1.7933047,43.402081,1231097,1109.702148,1299755,1822.282227,-163.97081
125.3172,0.3501,1812.991943,1.6573365,18.0596046,1771.944336,-31184384,-0.0939472,1.8143655,43.5902672,1229938.75,1109.201904,1353479.5,1822.31543,-214.7401123
125.4684067,0.3501,1837.580689,1.6807575,17.86974,1787.65271,-32310372,-0.1181452,1.8356171,43.810997,1228932.625,1108.768189,1406850.625,1822.348511,-265.9872437
125.619606,0.3501,1861.52124,1.7043631,17.7936134,1801.918335,-33365140,-0.1423623,1.8570185,44.0635414,1228084.875,1108.403687,1459682.625,1822.381592,-317.6122131
125.7708054,0.3501,1884.757446,1.7281613,17.8307056,1814.685425,-34346308,-0.1665831,1.8785274,44.347168,1227402,1108.111084,1511787.25,1822.414795,-369.51239
125.9219971,0.3501,1907.232178,1.7521584,17.9804764,1825.897949,-35251444,-0.190791,1.900101,44.6611214,1226890.375,1107.893066,1562973.625,1822.447876,-421.5823975
126.0731964,0.3501,1928.892578,1.7763668,18.2424221,1835.501953,-36078312,-0.2149743,1.921699,45.004715,1226556.375,1107.752441,1613061.25,1822.480957,-473.7276917
126.2243958,0.3501,1949.679199,1.80079,18.6159935,1843.439941,-36824376,-0.2391137,1.9432777,45.3771629,1226406.5,1107.691773,1661854,1822.514038,-525.8375244
126.3756027,0.35,1969.537231,1.825438,19.1006718,1849.656982,-37487320,-0.2631951,1.964795,45.7777443,1226447,1107.713867,1709166.25,1822.547241,-577.8120117
126.5268021,0.35,1988.4104,1.8503183,19.69593,1854.097412,-38064744,-0.2872031,1.9862089,46.2057266,1226684.25,1107.821411,1754809.5,1822.580322,-629.5484619
126.6780014,0.35,2006.241821,1.8754375,20.4012051,1856.705566,-38554248,-0.311121,2.0074761,46.660347,1227124.75,1108.01709,1798593.125,1822.613525,-680.941589
126.8291931,0.35,2022.967285,1.900791,21.2155037,1857.42627,-38953296,-0.3349214,2.0285439,47.1406174,1227774.25,1108.303345,1840309.25,1822.646484,-731.863159
126.9802628,0.35,2038.540405,1.9263986,22.1386185,1856.205933,-39259776,-0.358601,2.049381,47.646019,1228639.5,1108.683106,1879792,1822.679688,-782.2371826
127.1309967,0.35,2052.878662,1.9522188,23.1679058,1852.997681,-39471024,-0.382099,2.0699058,48.1747665,1229724.5,1109.157959,1916785.25,1822.712647,-831.8653564
127.2817535,0.35,2065.950439,1.9782922,24.3037815,1847.749878,-39585324,-0.405432,2.0901048,48.726738,1231036,1109.730835,1951160.5,1822.745728,-880.7146
127.4324951,0.3499,2077.716309,2.00466,25.5471668,1840.401001,-39600472,-0.4286142,2.109962,49.3019066,1232582.125,1110.405273,1982775.25,1822.778687,-928.7454224
127.583252,0.3499,2088.10791,2.0313,26.8960762,1830.904053,-39514084,-0.4516034,2.1294127,49.8988571,1234367.375,1111.182861,2011406.125,1822.811768,-975.8
127.7340088,0.3499,2097.080566,2.05825,28.3515949,1819.192993,-39323688,-0.474411,2.148437,50.5175781,1236400.25,1112.067505,2036899,1822.844727,-1021.831421
127.8847427,0.3499,2104.567871,2.0854845,29.9113216,1805.227661,-39027172,-0.4969928,2.166969,51.1565437,1238684.375,1113.060547,2059035.5,1822.877808,-1066.679565
128.0355225,0.3499,2152.481934,2.0854123,25.6263542,1863.446899,-39930888,-0.508374,2.1813457,52.5845413,1251213.5,1118.666382,2248903.5,1822.910889,-1123.825684
128.1862488,0.3499,2141.569824,2.1311579,28.149099,1810.210083,-38389168,-0.5364959,2.1916869,53.3967361,1257276.625,1121.273804,2194680.75,1822.944092,-1158.168457
128.33699,0.3499,2128.888672,2.177369,30.7927551,1754.206543,-36733600,-0.5644153,2.2014675,54.2251472,1263621.125,1124.002075,2136015.5,1822.976929,-1191.064331
128.4877472,0.3499,2114.532227,2.2238376,33.5448647,1695.751099,-34972840,-0.5920258,2.2106972,55.0667686,1270217.375,1126.838501,2073348.375,1823.01001,-1222.432983
128.638504,0.3498,2098.556641,2.2704859,36.4006348,1634.995972,-33110716,-0.6193,2.2194133,55.9209824,1277054.5,1129.77832,2006948.125,1823.043091,-1252.286133
128.789261,0.3498,2081.059082,2.3171122,39.3477211,1572.25415,-31155922,-0.6461363,2.2276289,56.7848663,1284103.25,1132.808838,1937257.5,1823.07605,-1280.552734
128.94,0.3498,2062.092773,2.3636353,42.38131,1507.678101,-29112210,-0.6725037,2.235379,57.6577377,1291352.5,1135.925293,1864542.5,1823.109131,-1307.237427
129.090744,0.3498,2041.756226,2.40986,45.4892654,1441.575928,-26988214,-0.698306,2.24268,58.5368042,1298773.375,1139.115479,1789242.875,1823.142212,-1332.277344
129.241501,0.3498,2020.100464,2.455699,48.666691,1374.102539,-24787656,-0.7235078,2.2495644,59.4213028,1306354.75,1142.37439,1711625,1823.175171,-1355.669922
129.3922577,0.3498,1997.22937,2.5009553,51.900959,1305.576172,-22519590,-0.7480117,2.256048,60.3083267,1314066.5,1145.689209,1632142.25,1823.208252,-1377.354248
129.543,0.3498,1973.18811,2.5455468,55.18779,1236.138794,-20187240,-0.771785,2.2621639,61.1972733,1321899,1149.055664,1551044.25,1823.241333,-1397.327271
129.693741,0.3497,1948.085693,2.589272,58.5140953,1166.118042,-17800050,-0.79473,2.2679286,62.0851364,1329821,1152.460449,1468797.125,1823.274292,-1415.530396
129.8444977,0.3497,1921.960938,2.6320548,61.8762131,1095.643066,-15360728,-0.816814,2.2733755,62.9714355,1337824.5,1155.9,1385634.125,1823.307373,-1431.958496
129.9952545,0.3497,1894.927612,2.6736913,65.2606354,1025.050293,-12879104,-0.83794,2.278521,63.8530922,1345877.25,1159.360229,1302032.5,1823.340454,-1446.55603
130.1459961,0.3497,1867.024658,2.7140985,68.6634445,954.4750977,-10358004,-0.8580717,2.2833962,64.729538,1353970.125,1162.837647,1218232.125,1823.373535,-1459.311401
130.2967529,0.3497,1838.364746,2.7530823,72.0715485,884.2434082,-7806998,-0.8771167,2.28802,65.5978165,1362072.375,1166.318848,1134698.625,1823.406494,-1470.17627
130.4474945,0.3497,1808.987183,2.7905514,75.480751,814.4980469,-5229071,-0.8950343,2.2924228,66.45726,1370174.125,1169.799561,1051680.125,1823.439697,-1479.133057
130.5982513,0.3497,1779.001587,2.8263221,78.8784637,745.553101,-2633476,-0.9117379,2.2966239,67.3050919,1378246,1173.26709,969628.5,1823.472656,-1486.139648
130.7490082,0.3496,1748.449097,2.8602946,82.2601242,677.5604248,-23408,-0.9271815,2.300653,68.1405029,1386276.875,1176.716797,888802.625,1823.505615,-1491.172607
130.89975,0.3496,1717.444336,2.8922858,85.6128464,610.838989,2591576,-0.94128,2.304529,68.9606552,1394236.75,1180.13562,809659.75,1823.538696,-1494.19397
131.0505066,0.3496,1686.021729,2.9221973,88.93251,545.5328369,5208704,-0.9539879,2.3082831,69.7648468,1402115.75,1183.519409,732450,1823.571777,-1495.17627
131.2012482,0.3496,1654.300415,2.9498475,92.2059784,481.964081,7818143,-0.965221,2.3119335,70.550209,1409883.125,1186.854736,657633.9375,1823.604858,-1494.086914
131.35199,0.3496,1622.330322,2.975121,95.4274216,420.3114014,10415808,-0.9749252,2.3155084,71.3155975,1417525,1190.135986,585502.5,1823.637817,-1490.895264
131.5027466,0.3496,1590.170898,2.9978867,98.5898361,360.7781982,12996768,-0.9830383,2.3190339,72.0596161,1425025,1193.355835,516376.75,1823.670898,-1485.565918
131.6535034,0.3496,1557.917236,3.0179882,101.682671,303.6351318,15553184,-0.9894885,2.3225324,72.78,1432358.375,1196.503784,450657,1823.703979,-1478.068604
131.80426,0.3496,1525.666748,3.0352743,104.6953812,249.150391,18077160,-0.9942077,2.3260267,73.4744873,1439500.25,1199.56897,388737.5,1823.737061,-1468.378906
131.9550018,0.3496,1493.453857,3.0496264,107.6232376,197.486771,20565674,-0.9971368,2.3295455,74.14222,1446439.5,1202.546753,330894.3125,1823.770142,-1456.453003
132.1057434,0.3495,1499.255615,3.0558052,112.7395248,104.4728851,23167474,-0.985579,2.3115652,74.5329056,1468696.75,1211.904053,361282,1823.803223,-1489.139771
132.2565,0.3495,1457.463257,3.0098736,114.3283615,103.8140564,25191212,-0.951536,2.333986,75,1472420.75,1213.477173,381838.4063,1823.836182,-1428.027588
132.4072418,0.3495,1415.88916,2.9607818,115.809967,106.52832,27155128,-0.9155984,2.356649,75.431549,1475895,1214.943115,407160.6563,1823.869263,-1364.630249
132.5579987,0.3495,1374.621826,2.908736,117.17144,112.4872513,29058126,-0.8779029,2.3792231,75.829895,1479126.75,1216.304932,437090.75,1823.902344,-1299.178467
132.70874,0.3495,1333.860962,2.854079,118.4164047,121.5505829,30893890,-0.8386856,2.4016156,76.1940536,1482114.625,1217.562134,471395.875,1823.935547,-1232.077148
132.8594971,0.3495,1293.689941,2.7970023,119.5471115,133.5996857,32661436,-0.7980731,2.423723,76.5246811,1484865.75,1218.717896,509935.25,1823.968506,-1163.542114
133.0102539,0.3495,1254.311523,2.73786,120.5622787,148.485291,34354444,-0.756309,2.4453762,76.8213882,1487378.875,1219.771851,552461.125,1824.001465,-1093.989014
133.1609955,0.3494,1215.839722,2.6768842,121.4631577,166.0830231,35970504,-0.713549,2.4664545,77.0845413,1489658.75,1220.726074,598808.0625,1824.034546,-1023.684021
133.3117676,0.3494,1178.393433,2.6143036,122.2506561,186.275299,37506912,-0.6699487,2.486835,77.3143921,1491709.625,1221.58252,648819.25,1824.067627,-952.8945923
133.462509,0.3494,1142.143799,2.5504332,122.9244919,208.91806,38958792,-0.6257221,2.5063658,77.5108566,1493532.5,1222.341797,702270.6875,1824.100708,-881.9857788
133.613251,0.3494,1107.251465,2.4855781,123.4848557,233.8653564,40321792,-0.5810767,2.5249014,77.6739883,1495129.75,1223.004883,758940.1875,1824.133789,-811.309082
133.7639923,0.3494,1073.81897,2.4199333,123.932785,261.0148621,41593800,-0.5361446,2.5423269,77.8040848,1496505.875,1223.57373,818703.4375,1824.16687,-741.0959473
133.914749,0.3494,1042.032227,2.3538542,124.2681427,290.199707,42769500,-0.4911672,2.5584834,77.9010849,1497661.875,1224.049194,881292.1875,1824.199829,-671.7509155
134.065506,0.3494,1011.99231,2.2875247,124.49176,321.326691,43846752,-0.446269,2.573256,77.96524,1498602.25,1224.432983,946598.25,1824.23291,-603.4968872
134.2162476,0.3493,983.88385,2.2213068,124.60376,354.2209778,44820376,-0.4016966,2.5864882,77.996582,1499328.5,1224.725952,1014339.875,1824.265869,-536.74231
134.366989,0.3493,957.8250732,2.1554179,124.604744,388.7756042,45687580,-0.3575969,2.5980556,77.99527,1499844.25,1224.929932,1084378.75,1824.299072,-471.7460938
134.5177612,0.3493,933.9486084,2.0900962,124.4949875,424.8782349,46444980,-0.3141323,2.6078258,77.9613876,1500152.25,1225.045898,1156561.625,1824.332153,-408.791748
134.6685028,0.3493,912.4143066,2.0256538,124.274879,462.3760681,47088312,-0.2715144,2.6156545,77.8950348,1500255.125,1225.075195,1230654.875,1824.365234,-348.2348633
134.81926,0.3493,893.3774414,1.9624038,123.9450684,501.1109619,47613572,-0.2299549,2.6214023,77.7963943,1500155.75,1225.019287,1306415.625,1824.398315,-290.4278564
134.97,0.3493,876.9571533,1.9005369,123.505569,541,48017724,-0.1895852,2.624939,77.6654739,1499856.75,1224.879273,1383749,1824.431274,-235.6119232
135.1207428,0.3493,863.3156738,1.8403971,122.95726,581.864929,48296600,-0.1506366,2.6261258,77.5025177,1499361.5,1224.656616,1462373.125,1824.464478,-184.1660156
135.2715,0.3492,852.5810547,1.7821854,122.3,623.6213989,48446808,-0.1132482,2.624826,77.307457,1498672.125,1224.352417,1542188.625,1824.497559,-136.344971
135.4222412,0.3492,844.9099121,1.7262471,121.5348282,666.0844116,48464472,-0.0776514,2.6209049,77.080658,1497792.125,1223.968384,1622902.5,1824.53064,-92.5244141
135.5730133,0.3492,840.4353638,1.67278,120.6613312,709.1781616,48345912,-0.0439835,2.6142213,76.8219223,1496723.5,1223.505371,1704430,1824.563721,-52.9609375
135.72374,0.3492,839.3068237,1.6221273,119.6810684,752.7114868,48087600,-0.012475,2.6046479,76.531723,1495470.25,1222.96521,1786467.5,1824.59668,-18.02375
135.8744965,0.3492,841.6658936,1.5744871,118.5929871,796.6166382,47685460,0.0167366,2.5920339,76.2097549,1494033.75,1222.348511,1868945,1824.629883,12.0240479
136.0252533,0.3492,840.8501587,1.5090551,114.698959,838.9195557,50967136,0.0646855,2.537662,75.94516,1446896.875,1202.903442,1962571,1824.663086,49.7953949
136.17601,0.3492,898.3552246,1.55573,112.4485245,893.317688,48590792,0.0489334,2.469131,75.3451462,1444671.625,1201.962647,2078803.625,1824.696167,-8.3871841
136.326767,0.3492,959.402832,1.6055372,110.1034927,947.5724487,46045668,0.0305922,2.3972478,74.7128677,1442301.375,1200.960693,2194392.75,1824.729248,-71.8024826
136.4774933,0.3491,1023.813721,1.6580718,107.6685028,1001.537781,43338740,0.0097882,2.3221543,74.0493317,1439791.75,1199.89978,2309000.75,1824.762329,-140.193451
136.6282349,0.3491,1091.255127,1.712805,105.154068,1054.935181,40483392,-0.0133048,2.2441716,73.3570862,1437154.625,1198.785156,2422008.75,1824.79541,-213.142395
136.779007,0.3491,1161.549683,1.7693341,102.5648422,1107.612305,37486476,-0.0385649,2.1634412,72.637146,1434395.75,1197.619141,2533064.75,1824.828491,-290.3980713
136.9297485,0.3491,1234.350586,1.827119,99.9117661,1159.286743,34362036,-0.06581,2.080299,71.8922119,1431527.25,1196.406738,2641542.75,1824.861572,-371.5239868
137.0805054,0.3491,1309.49707,1.88577,97.198967,1209.812012,31116148,-0.0949273,1.9948688,71.1231,1428554.25,1195.150269,2747102,1824.894653,-456.2901611
137.2312469,0.3491,1386.628906,1.9447387,94.4378052,1258.903565,27763496,-0.1257267,1.907501,70.33268,1425489.625,1193.855103,2849113,1824.927734,-544.2421875
137.3820038,0.3491,1465.602783,2.0036442,91.6318436,1306.418701,24309330,-0.1581045,1.8182988,69.521553,1422337.75,1192.522949,2947241.75,1824.960815,-635.172791
137.532761,0.349,1546.045166,2.0619326,88.7928467,1352.071777,20768968,-0.1918637,1.7276284,68.6927414,1419111.75,1191.159546,3040858,1824.993897,-728.6101074
137.6835022,0.349,1627.809937,2.1192167,85.9245453,1395.710938,17147756,-0.2269011,1.6355975,67.846901,1415816.375,1189.766846,3129607,1825.026978,-824.3452759
137.8342438,0.349,1710.531494,2.1749535,83.0383911,1437.062988,13460704,-0.263021,1.5425615,66.9869385,1412464.5,1188.350098,3212886,1825.060059,-921.9137573
